Metric,306,575,98,38,2,804,95,806,811,84,555,820,372,13,14,79,4,11,570,92,814,10,825,19,43,40,70,8,87,828,812,91,830,17,827,829,350,39,66,826,82,529,86,12,151,815,73,803,582,90,110,3,588,822,32,701,28,25,533,512,309,57,26,521,5,93,60,37,36,807,813,149,9,74,46,105,51,61,802,77,17,301,210,97
Total,380107.125,29257.5,157407830.8,2482861.125,129428.3125,721025.1875,4485494110,282794.2813,185959,1441198.578,2630180662,144271.5547,6063792,227428,4838744,1865064.125,882914.0391,1759.989868,1562068.875,921860.75,2380487,2259843,131056.1328,699271.6992,484044.6875,1428642.744,781867.3125,3697870.25,214045.1875,328816.0781,730399.8125,902127.6875,475695.375,697214.8125,14717.15625,47520.65625,142505.25,14941.8125,767546.5938,201900.4297,61677696,13283405,23601342,3519938.25,2334147,599966,237997.4688,126188,253787.8125,507103.9092,10098760,511880.25,6842065,824535.7813,15113071,601952.8438,748519.625,788460.4063,0,77192.5,81876.57031,675257986.6,125136.9766,14408736,5388380077,1300137.914,471589.75,3116.4375,786137.625,115845.7773,780726.9688,723001,93484.875,726677.75,204123.2959,959420.125,37656,610414.5313,142661.5313,164209.9297,697214.8125,883747.6875,99759.84375,756626.375
Average,4087.173387,713.597561,1692557.321,26697.43145,1391.702285,7752.959005,48231119.47,3040.798723,1999.55914,15496.7589,64150747.85,1551.30704,65202.06452,2445.462366,52029.50538,20054.45296,9493.699345,18.92462224,38099.24085,9912.481183,25596.63441,24299.3871,1409.205729,7519.050529,5204.781586,15361.74994,8407.175403,39762.0457,2301.561156,3535.656754,7853.761425,9700.297715,5115.004032,7496.933468,668.9616477,510.9747984,1532.314516,160.6646505,8253.18918,2170.972362,663201.0323,271089.898,253777.871,37848.79839,25098.35484,6451.247312,2559.112567,1356.860215,5902.042151,5452.730206,108588.8172,5625.057692,73570.5914,8865.976142,162506.1398,6472.611223,8048.598118,8478.068884,0,830.0268817,880.3932292,75028665.18,1345.558888,294055.8367,57939570.72,13979.97757,5070.857527,239.7259615,8453.092742,1245.65352,8394.913642,12254.25424,1005.21371,7813.739247,2194.874149,10316.34543,404.9032258,6563.59711,1533.99496,1765.698169,7496.933468,9502.663306,1072.686492,8135.767473
