Timestamp,306,575,98,38,2,804,95,806,811,84,555,820,372,13,14,79,4,11,570,92,814,10,825,19,43,40,70,8,87,828,812,91,830,17,827,829,350,39,66,826,82,529,86,12,151,815,73,803,582,90,110,3,588,822,32,701,28,25,533,512,309,57,26,521,5,93,60,37,36,807,813,149,9,74,46,105,51,61,802,77,17,301,210,97
2018-08-20T00:00:00-06:00 Denver,158.15625,809.5,1670695.713,8382.25,68.203125,1171.8125,39702282.75,1499.90625,2331,5214.25,64194890.69,1766.59375,539.5,2749,1019,4123.25,6966.359375,1.800048828,539.75,2271.8125,2042,1287,603.296875,5766.640625,383.9375,10624.125,745.25,705.25,2417.875,565.46875,1875.875,1419.0625,668.5,397.4375,684.75,568.53125,1974.6875,115.5625,2672.875,600.546875,14812,5181,10796,1182.5,1405,7244,1964.03125,1795,2835.3125,4139.242188,7132,990.78125,2128.5,2980.78125,6732,1630.84375,2251.875,3395.15625,0,878.75,42.921875,,367.5546875,8193,48494997,6070.375,209.71875,,784.3125,1440.0625,2275.9375,0,905.625,1612.875,1529.839844,1475.25,460,3024.9375,1756.9375,1859.1875,397.4375,499.5625,45.8984375,754.4375
2018-08-21T00:00:00-06:00 Denver,174.25,859.5,1671700.754,8323.5,59.84375,1155.3125,40088098.5,1472.171875,2310,5264.5,64747186.44,1880.640625,531.5,2729,1030,4275,6905.5625,0.939941406,537.25,1895.1875,1768,1285,587.703125,5725.75,371.75,9922.25,803,707.75,2518.90625,591.9375,1792.75,1255.75,730.96875,438.9375,709.90625,588.03125,1923.1875,137.6875,2664.0625,608.84375,15328,5148,11090,1176.25,1434,7218,1940.96875,1822,2889.375,3403.59375,7140,991.9375,2238,3001.40625,6902,1604.78125,2345.34375,3381.375,0,890.625,45.171875,,328.3359375,8260,48756168,6148.25,284.375,,765.375,1449.625,2359.3125,0,1217.9375,1586.375,1566.347656,1452,449,3226.265625,1767.8125,1804.0625,438.9375,521.9375,45.921875,771.9375
2018-08-22T00:00:00-06:00 Denver,166.6875,869.5,1672685.787,8210.25,75.5703125,1109.625,40475506.84,1453.75,2258,5228.75,64610564.88,1837.757813,544.5,2704,1022,4152.125,7029.515625,2.260009766,527,2230.75,1665,1192,498.640625,5574.046875,414.875,9786.375,780.875,723.5,2569.40625,537.40625,1826.6875,1343.0625,650.15625,396.125,53.0625,589.34375,1909.5,137.6875,2846.625,562.546875,15300,5150,10954,1148.25,1441,7151,1905.960938,1685,2806.5625,5497.734375,7108,964.9375,2199.5,2950.34375,6459,1536.1875,2307,3273.59375,0,882.75,41.4453125,,273.9921875,8230,49225810,6256.4375,276.875,,801.8125,1449.625,2282.5625,0,999.0625,1580.6875,1579.261719,1470.6875,471,3083.34375,1674.75,1895.8125,396.125,505.1875,46.9375,636.125
2018-08-23T00:00:00-06:00 Denver,154.9375,833.5,1673614.234,8236.5,66.15625,1108.25,40865241.56,1507.546875,2218,5358.125,65159683.31,1736.070313,510,2513,941,4123.375,6886.765625,0.040039063,533.75,1785.1875,1578,1245,502.7421875,5398.3125,371.28125,9590.15625,775.75,700.5,2574.9375,510.9375,1789.6875,1040.75,641.1875,388.375,,576.90625,1667.25,115.6875,2635.8125,538.84375,14684,5162,11202,1181.5,1440,6801,1884.029297,1646,2821.25,4949.234375,7123,897.375,2122.5,2842.34375,6806,1588.09375,2308.75,2898.4375,0,914.5,39.3828125,,255.4765625,8171,49287928,6178.375,291.5,,808.6875,1416.5625,2279.5625,0,1063.9375,1471.9375,1615.261719,1373.4375,448,3087.1875,1636.4375,2042.5,388.375,485.9375,47.21875,737
2018-08-24T00:00:00-06:00 Denver,158.21875,800.5,1674545.432,8353.875,77.109375,1125.0625,41252509.5,1471.78125,2233,4971.6875,66387909.69,1831.828125,521.5,2749,1132,3966.875,6954.90625,5.010009766,533.25,2028.5,1686,1248,557.5625,5625.421875,375.0625,9209.125,756.3125,689,2543.65625,532.71875,1860,1338.4375,660.0625,441.875,,580.96875,1556.0625,71.375,2646.1875,579.671875,14960,5103,10412,1175,1446,6715,1639.628906,1722,2736.1875,5962.726563,6950,842.0625,2062,2882.5,6229,1644.25,2247.84375,3348.15625,0,866.8125,41.328125,,319.0390625,8178,49760850,6379.625,329.375,,736.1875,1468.1875,2365.75,0,955.0625,1648.3125,1556.71875,1322.625,424,2934.53125,1703.5,2027.9375,441.875,515.1875,46.8125,708.1875
2018-08-25T00:00:00-06:00 Denver,97.75,514.5,1675374.949,8263.75,6.6171875,1170.125,41648353.72,1472.3125,2272,4554,66848600.69,1868.179688,421,2328,1024,3884.75,6977.921875,0.140014648,494.25,1441.3125,1791,1149,575.671875,4851.359375,227.90625,8689,561.4375,551,2186.40625,561.25,1850.375,916.6875,713.34375,378.4375,,580.53125,933.4375,52.34375,2107.5,635.671875,14044,4962,8988,1063.75,1446,6569,1739.382813,1735,2549.875,6476.539063,6289,638.21875,1792.5,2774.78125,6880,1671.4375,1805.21875,3505.78125,0,688.125,13.6484375,,217.90625,7364,49191072,5380.125,328.8125,,616.5625,1443.375,2450.4375,0,673.875,1558.1875,1598.257813,1012.9375,292,2589.140625,1738.25,2150.125,378.4375,483.375,46.5390625,615.875
2018-08-26T00:00:00-06:00 Denver,97.9375,510.5,1676111.518,8165.125,9.0703125,1148.5,42030210.19,1478.203125,2212,4433.6875,67211747.94,1816.71875,426.5,1873,1020,3432.875,6351.296875,0.010009766,494,1470.0625,1733,1123,547.6875,4913.96875,215.46875,8675.6875,557.25,544.75,2171.96875,544.6875,1791.8125,965,672.3125,319.625,,572.8125,963.0625,63.84375,2075.78125,549.828125,13200,4911,8962,1067,1436,6393,1712.75,1675,2579.4375,2917.765625,6258,703.625,1742.5,2768.5625,5309,1725.65625,1860.21875,4159.625,0,689.4375,13.6953125,,268.3828125,7178,47140903,4774.5625,255.375,,634.75,1407.6875,2414.875,0,1080.4375,1538.9375,1621.550781,984.375,286,2595.015625,1726.875,2164.125,319.625,458.9375,46.8359375,608.25
2018-08-27T00:00:00-06:00 Denver,150.53125,850,1676923.635,9163.625,77.1640625,1044.625,42393409.34,1398.9375,2213,4736.6875,67646279.06,1720.796875,527,3003,1118,4279.75,6535.40625,1.019897461,545.125,2013.3125,1621,1160,480.6875,5498.90625,369.53125,9945.375,795.8125,703,2620.09375,525.59375,1657.75,1149.4375,611.8125,387.9375,,523.25,1720,92.71875,2490.375,537.40625,14128,5173,11196,1209.5,1445,6913,1940.789063,1570,2763.25,3360.71875,7487,995.21875,1973,2858.28125,7066,1580.65625,2242.59375,3892.09375,0,868.25,42.0390625,,228.140625,8081,48434812,6258,264.78125,,794.25,1325.6875,2361.6875,0,1026.8125,1613.8125,1599.871094,1269.8125,433,2899.375,1633.3125,2434.75,387.9375,455.5,47.703125,640.375
2018-08-28T00:00:00-06:00 Denver,159.59375,834.5,1677896.955,8698.625,62.2265625,988.125,42701812.97,1382.3125,2137,4736.3125,67437488.56,1627.539063,516,2827,1079,4209.375,6106.828125,0.520019531,546.5,1594.375,1548,1127,468.7734375,5148.234375,342.8125,10308.6875,824.125,687.75,2602.53125,465.5,1626.9375,1015.75,578.875,360.625,,493.59375,1786.5625,88.0625,2617.5,483.390625,13120,5348,11130,1159.75,1454,7456,2003.039063,1426,2779.0625,3469.375,7132,895.5,2085,2760.625,5713,1514.46875,2393.34375,2949.71875,0,900.0625,34.6953125,,198.6484375,8116,49740053,5968.375,249.46875,,794.9375,1266.1875,2217.4375,0,492.6875,1619.5,1574.058594,1119,414,2939.71875,1528.25,2232.25,360.625,460.9375,47.3125,656.8125
2018-08-29T00:00:00-06:00 Denver,153.0625,828,1678860.662,9156.875,79.2421875,1050.8125,43000413.38,1376.53125,2202,4776.25,67248305.5,1679.046875,522,3098,1089,4222.625,6552.046875,3.770019531,547.875,1782.3125,1612,1230,547.828125,5387.421875,363.375,10926.625,825.6875,693.75,2577.3125,518.125,1778.125,1060,645.09375,392.875,,540.5625,1910.4375,97.5625,2886.28125,539.6875,13292,5395,11188,1163.75,1468,7526,1964.421875,1536,2779.5,3296.195313,6983,978.875,1999.5,2830.8125,6363,1663.75,2406.5625,3412.1875,0,912.8125,29.7421875,,352.3046875,8214,48715011,6328.0625,285.375,,900.875,1356.0625,2318.3125,0,1204.25,1632,1612.671875,1257.0625,434,3208.625,1624.4375,2206.375,392.875,450.875,47.546875,654.4375
