ts,v0
2018-08-01T18:45:00-06:00 Denver,37160.35497189063 kBTU
2018-08-01T19:00:00-06:00 Denver,37160.35497189063 kBTU
2018-08-01T19:15:00-06:00 Denver,36867.12405030469 kBTU
2018-08-01T19:30:00-06:00 Denver,36973.753476335936 kBTU
2018-08-01T19:45:00-06:00 Denver,36973.753476335936 kBTU
2018-08-01T20:00:00-06:00 Denver,36680.52255475 kBTU
2018-08-01T20:15:00-06:00 Denver,36760.494624273444 kBTU
2018-08-01T20:30:00-06:00 Denver,37293.641754429686 kBTU
2018-08-01T20:45:00-06:00 Denver,37320.2991109375 kBTU
2018-08-01T21:00:00-06:00 Denver,36760.494624273444 kBTU
2018-08-01T21:15:00-06:00 Denver,36467.2637026875 kBTU
2018-08-01T21:30:00-06:00 Denver,34894.47966872656 kBTU
2018-08-01T21:45:00-06:00 Denver,34814.50759920313 kBTU
2018-08-01T22:00:00-06:00 Denver,35720.85772046875 kBTU
2018-08-01T22:15:00-06:00 Denver,34681.22081666406 kBTU
2018-08-01T22:30:00-06:00 Denver,34921.13702523437 kBTU
2018-08-01T22:45:00-06:00 Denver,35774.172433484375 kBTU
2018-08-01T23:00:00-06:00 Denver,36067.40335507031 kBTU
2018-08-01T23:15:00-06:00 Denver,35161.05323380468 kBTU
2018-08-01T23:30:00-06:00 Denver,35214.36794682031 kBTU
2018-08-01T23:45:00-06:00 Denver,34947.79438174219 kBTU
2018-08-02T00:00:00-06:00 Denver,35347.654729359376 kBTU
2018-08-02T00:15:00-06:00 Denver,35774.172433484375 kBTU
2018-08-02T00:30:00-06:00 Denver,35400.969442375 kBTU
2018-08-02T00:45:00-06:00 Denver,34627.906103648435 kBTU
2018-08-02T01:00:00-06:00 Denver,34707.87817317188 kBTU
2018-08-02T01:15:00-06:00 Denver,35001.10909475781 kBTU
2018-08-02T01:30:00-06:00 Denver,35534.25622491406 kBTU
2018-08-02T01:45:00-06:00 Denver,35374.31208586719 kBTU
2018-08-02T02:00:00-06:00 Denver,35800.82978999219 kBTU
2018-08-02T02:15:00-06:00 Denver,34707.87817317188 kBTU
2018-08-02T02:30:00-06:00 Denver,35134.395877296876 kBTU
2018-08-02T02:45:00-06:00 Denver,35294.340016343755 kBTU
2018-08-02T03:00:00-06:00 Denver,34761.1928861875 kBTU
2018-08-02T03:15:00-06:00 Denver,35374.31208586719 kBTU
2018-08-02T03:30:00-06:00 Denver,34841.164955710934 kBTU
2018-08-02T03:45:00-06:00 Denver,34841.164955710934 kBTU
2018-08-02T04:00:00-06:00 Denver,35347.654729359376 kBTU
2018-08-02T04:15:00-06:00 Denver,35241.02530332812 kBTU
2018-08-02T04:30:00-06:00 Denver,35640.88565094532 kBTU
2018-08-02T04:45:00-06:00 Denver,35480.94151189843 kBTU
2018-08-02T05:00:00-06:00 Denver,35614.228294437504 kBTU
2018-08-02T05:15:00-06:00 Denver,34947.79438174219 kBTU
2018-08-02T05:30:00-06:00 Denver,35960.77392903907 kBTU
2018-08-02T05:45:00-06:00 Denver,36040.7459985625 kBTU
2018-08-02T06:00:00-06:00 Denver,35747.51507697656 kBTU
2018-08-02T06:15:00-06:00 Denver,35241.02530332812 kBTU
2018-08-02T06:30:00-06:00 Denver,34894.47966872656 kBTU
2018-08-02T06:45:00-06:00 Denver,35267.68265983594 kBTU
2018-08-02T07:00:00-06:00 Denver,35454.284155390626 kBTU
2018-08-02T07:15:00-06:00 Denver,36094.060711578124 kBTU
2018-08-02T07:30:00-06:00 Denver,35960.77392903907 kBTU
2018-08-02T07:45:00-06:00 Denver,35560.913581421875 kBTU
2018-08-02T08:00:00-06:00 Denver,37853.44624109375 kBTU
2018-08-02T08:15:00-06:00 Denver,36787.15198078125 kBTU
2018-08-02T08:30:00-06:00 Denver,38573.19486680469 kBTU
2018-08-02T08:45:00-06:00 Denver,40839.07016996875 kBTU
2018-08-02T09:00:00-06:00 Denver,39586.174414101566 kBTU
2018-08-02T09:15:00-06:00 Denver,39266.28613600782 kBTU
2018-08-02T09:30:00-06:00 Denver,41425.532013140626 kBTU
2018-08-02T09:45:00-06:00 Denver,43878.00881185937 kBTU
2018-08-02T10:00:00-06:00 Denver,45397.47813280469 kBTU
2018-08-02T10:15:00-06:00 Denver,48303.12999215625 kBTU
2018-08-02T10:30:00-06:00 Denver,48463.07413120313 kBTU
2018-08-02T10:45:00-06:00 Denver,48356.444705171874 kBTU
2018-08-02T11:00:00-06:00 Denver,48516.38884421875 kBTU
2018-08-02T11:15:00-06:00 Denver,49875.914026117185 kBTU
2018-08-02T11:30:00-06:00 Denver,50222.45966071875 kBTU
2018-08-02T11:45:00-06:00 Denver,48623.01827025 kBTU
2018-08-02T12:00:00-06:00 Denver,49955.88609564063 kBTU
2018-08-02T12:15:00-06:00 Denver,48969.56390485156 kBTU
2018-08-02T12:30:00-06:00 Denver,50409.06115627344 kBTU
2018-08-02T12:45:00-06:00 Denver,47050.23423628906 kBTU
2018-08-02T13:00:00-06:00 Denver,47156.86366232031 kBTU
2018-08-02T13:15:00-06:00 Denver,46063.9120455 kBTU
2018-08-02T13:30:00-06:00 Denver,44544.44272455468 kBTU
2018-08-02T13:45:00-06:00 Denver,45317.50606328125 kBTU
2018-08-02T14:00:00-06:00 Denver,47610.038722953126 kBTU
2018-08-02T14:15:00-06:00 Denver,46437.11503660938 kBTU
2018-08-02T14:30:00-06:00 Denver,46303.82825407031 kBTU
2018-08-02T14:45:00-06:00 Denver,46543.74446264062 kBTU
2018-08-02T15:00:00-06:00 Denver,45690.70905439062 kBTU
2018-08-02T15:15:00-06:00 Denver,45957.28261946875 kBTU
2018-08-02T15:30:00-06:00 Denver,43718.0646728125 kBTU
2018-08-02T15:45:00-06:00 Denver,43131.60282964063 kBTU
2018-08-02T16:00:00-06:00 Denver,41638.790865203126 kBTU
2018-08-02T16:15:00-06:00 Denver,42331.88213440625 kBTU
2018-08-02T16:30:00-06:00 Denver,41825.39236075781 kBTU
2018-08-02T16:45:00-06:00 Denver,39692.80384013281 kBTU
2018-08-02T17:00:00-06:00 Denver,39639.48912711719 kBTU
2018-08-02T17:15:00-06:00 Denver,38786.45371886719 kBTU
2018-08-02T17:30:00-06:00 Denver,38706.481649343754 kBTU
2018-08-02T17:45:00-06:00 Denver,38040.04773664844 kBTU
2018-08-02T18:00:00-06:00 Denver,37773.47417157031 kBTU
2018-08-02T18:15:00-06:00 Denver,36813.809337289065 kBTU
2018-08-02T18:30:00-06:00 Denver,37266.98439792187 kBTU
2018-08-02T18:45:00-06:00 Denver,36200.69013760938 kBTU
2018-08-02T19:00:00-06:00 Denver,36653.86519824219 kBTU
2018-08-02T19:15:00-06:00 Denver,37906.76095410937 kBTU
2018-08-02T19:30:00-06:00 Denver,37560.21531950781 kBTU
2018-08-02T19:45:00-06:00 Denver,37640.18738903125 kBTU
2018-08-02T20:00:00-06:00 Denver,37027.06818935156 kBTU
2018-08-02T20:15:00-06:00 Denver,36947.09611982812 kBTU
2018-08-02T20:30:00-06:00 Denver,36573.89312871875 kBTU
2018-08-02T20:45:00-06:00 Denver,35427.62679888281 kBTU
2018-08-02T21:00:00-06:00 Denver,36547.23577221094 kBTU
2018-08-02T21:15:00-06:00 Denver,35880.80185951563 kBTU
2018-08-02T21:30:00-06:00 Denver,34867.82231221875 kBTU
2018-08-02T21:45:00-06:00 Denver,36680.52255475 kBTU
2018-08-02T22:00:00-06:00 Denver,34627.906103648435 kBTU
2018-08-02T22:15:00-06:00 Denver,34308.017825554685 kBTU
2018-08-02T22:30:00-06:00 Denver,35241.02530332812 kBTU
2018-08-02T22:45:00-06:00 Denver,35560.913581421875 kBTU
2018-08-02T23:00:00-06:00 Denver,36040.7459985625 kBTU
2018-08-02T23:15:00-06:00 Denver,36760.494624273444 kBTU
2018-08-02T23:30:00-06:00 Denver,36893.7814068125 kBTU
2018-08-02T23:45:00-06:00 Denver,37027.06818935156 kBTU
2018-08-03T00:00:00-06:00 Denver,37693.50210204688 kBTU
2018-08-03T00:15:00-06:00 Denver,36893.7814068125 kBTU
2018-08-03T00:30:00-06:00 Denver,36813.809337289065 kBTU
2018-08-03T00:45:00-06:00 Denver,35827.487146499996 kBTU
2018-08-03T01:00:00-06:00 Denver,34734.53552967969 kBTU
2018-08-03T01:15:00-06:00 Denver,34148.073686507814 kBTU
2018-08-03T01:30:00-06:00 Denver,34121.41633 kBTU
2018-08-03T01:45:00-06:00 Denver,33508.297130320316 kBTU
2018-08-03T02:00:00-06:00 Denver,33401.66770428906 kBTU
2018-08-03T02:15:00-06:00 Denver,33454.982417304695 kBTU
2018-08-03T02:30:00-06:00 Denver,33481.6397738125 kBTU
2018-08-03T02:45:00-06:00 Denver,32948.49264365625 kBTU
2018-08-03T03:00:00-06:00 Denver,33748.21333889063 kBTU
2018-08-03T03:15:00-06:00 Denver,34014.78690396875 kBTU
2018-08-03T03:30:00-06:00 Denver,34228.04575603125 kBTU
2018-08-03T03:45:00-06:00 Denver,34174.73104301563 kBTU
2018-08-03T04:00:00-06:00 Denver,33828.185408414065 kBTU
2018-08-03T04:15:00-06:00 Denver,34014.78690396875 kBTU
2018-08-03T04:30:00-06:00 Denver,33908.1574779375 kBTU
2018-08-03T04:45:00-06:00 Denver,33881.500121429686 kBTU
2018-08-03T05:00:00-06:00 Denver,34121.41633 kBTU
2018-08-03T05:15:00-06:00 Denver,34281.36046904687 kBTU
2018-08-03T05:30:00-06:00 Denver,33401.66770428906 kBTU
2018-08-03T05:45:00-06:00 Denver,33988.129547460936 kBTU
2018-08-03T06:00:00-06:00 Denver,33908.1574779375 kBTU
2018-08-03T06:15:00-06:00 Denver,33668.24126936719 kBTU
2018-08-03T06:30:00-06:00 Denver,33961.47219095312 kBTU
2018-08-03T06:45:00-06:00 Denver,34094.75897349219 kBTU
2018-08-03T07:00:00-06:00 Denver,34254.703112539064 kBTU
2018-08-03T07:15:00-06:00 Denver,34761.1928861875 kBTU
2018-08-03T07:30:00-06:00 Denver,35347.654729359376 kBTU
2018-08-03T07:45:00-06:00 Denver,37426.92853696875 kBTU
2018-08-03T08:00:00-06:00 Denver,36307.31956364062 kBTU
2018-08-03T08:15:00-06:00 Denver,37133.697615382815 kBTU
2018-08-03T08:30:00-06:00 Denver,38519.88015378906 kBTU
2018-08-03T08:45:00-06:00 Denver,38066.70509315625 kBTU
2018-08-03T09:00:00-06:00 Denver,39319.60084902344 kBTU
2018-08-03T09:15:00-06:00 Denver,49849.25666960938 kBTU
2018-08-03T09:30:00-06:00 Denver,54567.60877149219 kBTU
2018-08-03T09:45:00-06:00 Denver,57446.60327433594 kBTU
2018-08-03T10:00:00-06:00 Denver,61151.97582892187 kBTU
2018-08-03T10:15:00-06:00 Denver,60778.7728378125 kBTU
2018-08-03T10:30:00-06:00 Denver,59872.42271654688 kBTU
2018-08-03T10:45:00-06:00 Denver,60272.28306416406 kBTU
2018-08-03T11:00:00-06:00 Denver,62644.78779335938 kBTU
2018-08-03T11:15:00-06:00 Denver,62431.52894129688 kBTU
2018-08-03T11:30:00-06:00 Denver,62351.55687177344 kBTU
2018-08-03T11:45:00-06:00 Denver,61551.836176539065 kBTU
2018-08-03T12:00:00-06:00 Denver,61311.91996796875 kBTU
2018-08-03T12:15:00-06:00 Denver,62671.44514986719 kBTU
2018-08-03T12:30:00-06:00 Denver,61845.067098125 kBTU
2018-08-03T12:45:00-06:00 Denver,64217.57182732032 kBTU
2018-08-03T13:00:00-06:00 Denver,59765.79329051563 kBTU
2018-08-03T13:15:00-06:00 Denver,60458.884559718754 kBTU
2018-08-03T13:30:00-06:00 Denver,58432.925465125 kBTU
2018-08-03T13:45:00-06:00 Denver,58859.44316925 kBTU
2018-08-03T14:00:00-06:00 Denver,57393.28856132031 kBTU
2018-08-03T14:15:00-06:00 Denver,58619.52696067969 kBTU
2018-08-03T14:30:00-06:00 Denver,57393.28856132031 kBTU
2018-08-03T14:45:00-06:00 Denver,59499.2197254375 kBTU
2018-08-03T15:00:00-06:00 Denver,57153.372352750004 kBTU
2018-08-03T15:15:00-06:00 Denver,57606.54741338281 kBTU
2018-08-03T15:30:00-06:00 Denver,54114.433710859375 kBTU
2018-08-03T15:45:00-06:00 Denver,45477.45020232813 kBTU
2018-08-03T16:00:00-06:00 Denver,44597.75743757032 kBTU
2018-08-03T16:15:00-06:00 Denver,43158.260186148436 kBTU
2018-08-03T16:30:00-06:00 Denver,41745.420291234375 kBTU
2018-08-03T16:45:00-06:00 Denver,41078.98637853906 kBTU
2018-08-03T17:00:00-06:00 Denver,40839.07016996875 kBTU
2018-08-03T17:15:00-06:00 Denver,41692.105578218754 kBTU
2018-08-03T17:30:00-06:00 Denver,42145.28063885156 kBTU
2018-08-03T17:45:00-06:00 Denver,42758.39983853125 kBTU
2018-08-03T18:00:00-06:00 Denver,41798.73500425 kBTU
2018-08-03T18:15:00-06:00 Denver,42518.48362996094 kBTU
2018-08-03T18:30:00-06:00 Denver,41852.04971726563 kBTU
2018-08-03T18:45:00-06:00 Denver,42065.308569328125 kBTU
2018-08-03T19:00:00-06:00 Denver,41852.04971726563 kBTU
2018-08-03T19:15:00-06:00 Denver,41958.679143296875 kBTU
2018-08-03T19:30:00-06:00 Denver,42038.65121282031 kBTU
2018-08-03T19:45:00-06:00 Denver,42865.0292645625 kBTU
2018-08-03T20:00:00-06:00 Denver,42411.85420392969 kBTU
2018-08-03T20:15:00-06:00 Denver,42545.14098646875 kBTU
2018-08-03T20:30:00-06:00 Denver,42571.798342976566 kBTU
2018-08-03T20:45:00-06:00 Denver,43344.86168170312 kBTU
2018-08-03T21:00:00-06:00 Denver,43798.036742335935 kBTU
2018-08-03T21:15:00-06:00 Denver,44197.89708995313 kBTU
2018-08-03T21:30:00-06:00 Denver,42518.48362996094 kBTU
2018-08-03T21:45:00-06:00 Denver,41665.44822171094 kBTU
2018-08-03T22:00:00-06:00 Denver,41905.36443028125 kBTU
2018-08-03T22:15:00-06:00 Denver,41452.18936964844 kBTU
2018-08-03T22:30:00-06:00 Denver,39666.146483625 kBTU
2018-08-03T22:45:00-06:00 Denver,38706.481649343754 kBTU
2018-08-03T23:00:00-06:00 Denver,38226.64923220312 kBTU
2018-08-03T23:15:00-06:00 Denver,37826.788884585934 kBTU
2018-08-03T23:30:00-06:00 Denver,38253.30658871094 kBTU
2018-08-03T23:45:00-06:00 Denver,37933.418310617184 kBTU
2018-08-04T00:00:00-06:00 Denver,37480.24324998438 kBTU
2018-08-04T00:15:00-06:00 Denver,37880.10359760156 kBTU
2018-08-04T00:30:00-06:00 Denver,37346.956467445314 kBTU
2018-08-04T00:45:00-06:00 Denver,38120.01980617188 kBTU
2018-08-04T01:00:00-06:00 Denver,37400.27118046094 kBTU
2018-08-04T01:15:00-06:00 Denver,37506.900606492185 kBTU
2018-08-04T01:30:00-06:00 Denver,37693.50210204688 kBTU
2018-08-04T01:45:00-06:00 Denver,37533.557963 kBTU
2018-08-04T02:00:00-06:00 Denver,37746.8168150625 kBTU
2018-08-04T02:15:00-06:00 Denver,38279.963945218755 kBTU
2018-08-04T02:30:00-06:00 Denver,37453.585893476564 kBTU
2018-08-04T02:45:00-06:00 Denver,37640.18738903125 kBTU
2018-08-04T03:00:00-06:00 Denver,37613.530032523435 kBTU
2018-08-04T03:15:00-06:00 Denver,37240.327041414064 kBTU
2018-08-04T03:30:00-06:00 Denver,37880.10359760156 kBTU
2018-08-04T03:45:00-06:00 Denver,37533.557963 kBTU
2018-08-04T04:00:00-06:00 Denver,37426.92853696875 kBTU
2018-08-04T04:15:00-06:00 Denver,37640.18738903125 kBTU
2018-08-04T04:30:00-06:00 Denver,37613.530032523435 kBTU
2018-08-04T04:45:00-06:00 Denver,37640.18738903125 kBTU
2018-08-04T05:00:00-06:00 Denver,38093.36244966406 kBTU
2018-08-04T05:15:00-06:00 Denver,38093.36244966406 kBTU
2018-08-04T05:30:00-06:00 Denver,37800.13152807813 kBTU
2018-08-04T05:45:00-06:00 Denver,38040.04773664844 kBTU
2018-08-04T06:00:00-06:00 Denver,37133.697615382815 kBTU
2018-08-04T06:15:00-06:00 Denver,37506.900606492185 kBTU
2018-08-04T06:30:00-06:00 Denver,38333.278658234376 kBTU
2018-08-04T06:45:00-06:00 Denver,37400.27118046094 kBTU
2018-08-04T07:00:00-06:00 Denver,37240.327041414064 kBTU
2018-08-04T07:15:00-06:00 Denver,37773.47417157031 kBTU
2018-08-04T07:30:00-06:00 Denver,37480.24324998438 kBTU
2018-08-04T07:45:00-06:00 Denver,37453.585893476564 kBTU
2018-08-04T08:00:00-06:00 Denver,37560.21531950781 kBTU
2018-08-04T08:15:00-06:00 Denver,37960.075667125006 kBTU
2018-08-04T08:30:00-06:00 Denver,37746.8168150625 kBTU
2018-08-04T08:45:00-06:00 Denver,37133.697615382815 kBTU
2018-08-04T09:00:00-06:00 Denver,37960.075667125006 kBTU
2018-08-04T09:15:00-06:00 Denver,37960.075667125006 kBTU
2018-08-04T09:30:00-06:00 Denver,38066.70509315625 kBTU
2018-08-04T09:45:00-06:00 Denver,36653.86519824219 kBTU
2018-08-04T10:00:00-06:00 Denver,35587.57093792969 kBTU
2018-08-04T10:15:00-06:00 Denver,35507.59886840625 kBTU
2018-08-04T10:30:00-06:00 Denver,36040.7459985625 kBTU
2018-08-04T10:45:00-06:00 Denver,35694.20036396094 kBTU
2018-08-04T11:00:00-06:00 Denver,36200.69013760938 kBTU
2018-08-04T11:15:00-06:00 Denver,36520.57841570313 kBTU
2018-08-04T11:30:00-06:00 Denver,35587.57093792969 kBTU
2018-08-04T11:45:00-06:00 Denver,35987.431285546874 kBTU
2018-08-04T12:00:00-06:00 Denver,36920.438763320315 kBTU
2018-08-04T12:15:00-06:00 Denver,35934.11657253125 kBTU
2018-08-04T12:30:00-06:00 Denver,36600.550485226566 kBTU
2018-08-04T12:45:00-06:00 Denver,36733.83726776562 kBTU
2018-08-04T13:00:00-06:00 Denver,36947.09611982812 kBTU
2018-08-04T13:15:00-06:00 Denver,37053.72554585938 kBTU
2018-08-04T13:30:00-06:00 Denver,36707.17991125781 kBTU
2018-08-04T13:45:00-06:00 Denver,35880.80185951563 kBTU
2018-08-04T14:00:00-06:00 Denver,35880.80185951563 kBTU
2018-08-04T14:15:00-06:00 Denver,35427.62679888281 kBTU
2018-08-04T14:30:00-06:00 Denver,35987.431285546874 kBTU
2018-08-04T14:45:00-06:00 Denver,35694.20036396094 kBTU
2018-08-04T15:00:00-06:00 Denver,35720.85772046875 kBTU
2018-08-04T15:15:00-06:00 Denver,35800.82978999219 kBTU
2018-08-04T15:30:00-06:00 Denver,35747.51507697656 kBTU
2018-08-04T15:45:00-06:00 Denver,36387.29163316406 kBTU
2018-08-04T16:00:00-06:00 Denver,36227.34749411719 kBTU
2018-08-04T16:15:00-06:00 Denver,35454.284155390626 kBTU
2018-08-04T16:30:00-06:00 Denver,36174.03278110157 kBTU
2018-08-04T16:45:00-06:00 Denver,35374.31208586719 kBTU
2018-08-04T17:00:00-06:00 Denver,35107.73852078906 kBTU
2018-08-04T17:15:00-06:00 Denver,35347.654729359376 kBTU
2018-08-04T17:30:00-06:00 Denver,35267.68265983594 kBTU
2018-08-04T17:45:00-06:00 Denver,34761.1928861875 kBTU
2018-08-04T18:00:00-06:00 Denver,35054.42380777344 kBTU
2018-08-04T18:15:00-06:00 Denver,34921.13702523437 kBTU
2018-08-04T18:30:00-06:00 Denver,35267.68265983594 kBTU
2018-08-04T18:45:00-06:00 Denver,35214.36794682031 kBTU
2018-08-04T19:00:00-06:00 Denver,35374.31208586719 kBTU
2018-08-04T19:15:00-06:00 Denver,35241.02530332812 kBTU
2018-08-04T19:30:00-06:00 Denver,34761.1928861875 kBTU
2018-08-04T19:45:00-06:00 Denver,34707.87817317188 kBTU
2018-08-04T20:00:00-06:00 Denver,34201.388399523436 kBTU
2018-08-04T20:15:00-06:00 Denver,34014.78690396875 kBTU
2018-08-04T20:30:00-06:00 Denver,34334.6751820625 kBTU
2018-08-04T20:45:00-06:00 Denver,34894.47966872656 kBTU
2018-08-04T21:00:00-06:00 Denver,34601.24874714062 kBTU
2018-08-04T21:15:00-06:00 Denver,35827.487146499996 kBTU
2018-08-04T21:30:00-06:00 Denver,34841.164955710934 kBTU
2018-08-04T21:45:00-06:00 Denver,34387.98989507813 kBTU
2018-08-04T22:00:00-06:00 Denver,34681.22081666406 kBTU
2018-08-04T22:15:00-06:00 Denver,34814.50759920313 kBTU
2018-08-04T22:30:00-06:00 Denver,34121.41633 kBTU
2018-08-04T22:45:00-06:00 Denver,35054.42380777344 kBTU
2018-08-04T23:00:00-06:00 Denver,34148.073686507814 kBTU
2018-08-04T23:15:00-06:00 Denver,34494.61932110938 kBTU
2018-08-04T23:30:00-06:00 Denver,34094.75897349219 kBTU
2018-08-04T23:45:00-06:00 Denver,34387.98989507813 kBTU
2018-08-05T00:00:00-06:00 Denver,34921.13702523437 kBTU
2018-08-05T00:15:00-06:00 Denver,35214.36794682031 kBTU
2018-08-05T00:30:00-06:00 Denver,34761.1928861875 kBTU
2018-08-05T00:45:00-06:00 Denver,34627.906103648435 kBTU
2018-08-05T01:00:00-06:00 Denver,35054.42380777344 kBTU
2018-08-05T01:15:00-06:00 Denver,34174.73104301563 kBTU
2018-08-05T01:30:00-06:00 Denver,34228.04575603125 kBTU
2018-08-05T01:45:00-06:00 Denver,35001.10909475781 kBTU
2018-08-05T02:00:00-06:00 Denver,34068.10161698438 kBTU
2018-08-05T02:15:00-06:00 Denver,34094.75897349219 kBTU
2018-08-05T02:30:00-06:00 Denver,35027.76645126563 kBTU
2018-08-05T02:45:00-06:00 Denver,34841.164955710934 kBTU
2018-08-05T03:00:00-06:00 Denver,34974.451738250005 kBTU
2018-08-05T03:15:00-06:00 Denver,34947.79438174219 kBTU
2018-08-05T03:30:00-06:00 Denver,34121.41633 kBTU
2018-08-05T03:45:00-06:00 Denver,35107.73852078906 kBTU
2018-08-05T04:00:00-06:00 Denver,33801.52805190625 kBTU
2018-08-05T04:15:00-06:00 Denver,34601.24874714062 kBTU
2018-08-05T04:30:00-06:00 Denver,34441.30460809375 kBTU
2018-08-05T04:45:00-06:00 Denver,33561.61184333594 kBTU
2018-08-05T05:00:00-06:00 Denver,34334.6751820625 kBTU
2018-08-05T05:15:00-06:00 Denver,34841.164955710934 kBTU
2018-08-05T05:30:00-06:00 Denver,34867.82231221875 kBTU
2018-08-05T05:45:00-06:00 Denver,34814.50759920313 kBTU
2018-08-05T06:00:00-06:00 Denver,34974.451738250005 kBTU
2018-08-05T06:15:00-06:00 Denver,34681.22081666406 kBTU
2018-08-05T06:30:00-06:00 Denver,34441.30460809375 kBTU
