Timestamp,"0306-BUILDINGS & GROUNDS Power Meter W-hours, Received","0058-MINERAL PROCESSING LAB Power Meter W-hours, Received",0072-BLDG Power Meter 300165 KWH Received,0575-ECCLES HEALTH SCIENCES EDUCATION BLDG Power Meter (316617) Real Energy In,"0098-BURBIDGE ATHLETICS ACADEMIC CNTR Power Meter 300222 W-hours, Total","0098-BURBIDGE ATHLETICS ACADEMIC CNTR Power Meter 300222 W-hours, Delivered",0038-ART BLDG Power Meter 319600 Energy IMP,"0002-VOICE & OPERA CNTR Power Meter (301411) W-hours, Received",0522-WEST PAVILION (HOSP) Power Meter 300379 Real Energy In,0804-CHAPEL GLEN Power Meter KWH Received,0085-EYRING CHEMISTRY BLDG Power Meter (4160V) 316611 KWH Received,"0059-MINING SYSTEMS RESEARCH LAB Power Meter W-hours, Total","0095-HPER BLDG MECH S/W Power Meter 300213 W-hours, Received",0806-GATEWAY HEIGHTS Power Meter KWH Received,0811-SAGE POINT Power Meter KWH Received,0084-BIOLOGY BLDG Power Meter 316501 KWH Received,"0555-HUNTSMAN CANCER INSTITUTE Power Meter 300432 W-hours, Received",0820-BENCHMARK PLAZA Power Meter KWH Received,0372-KENNECOTT MECH ENG BLDG Power Meter 300344 Energy Consumption,"0013-COWLES BLDG Power Meter W-hours, Received",0586-RADIOBIOLOGY ADMINISTRATION Power Meter PM Total,0014-TALMAGE BLDG Power Meter (300044) KWH Received,0079-ECCLES BUSINESS BLDG Power Meter 319599 PM Total,0079-ECCLES BUSINESS BLDG Power Meter 319599 Energy IMP,0045-TANNER IRISH HUMANITIES BLDG Power Meter 120V (318841) Energy Total,0045-TANNER IRISH HUMANITIES BLDG Power Meter 120V (318841) Energy EXP,0045-TANNER IRISH HUMANITIES BLDG Power Meter 120V (318841) Energy IMP,"0004-KINGSBURY HALL Power Meter 1 (301210) W-hours, Received","0011-BROWNING BLDG Power Meter 300033 W-hours, Received",0049-LANGUAGE & COMMUNICATION BLDG Power Meter KWH Received,"0570-BIOMEDICAL POLYMERS RESEARCH BLDG Power Meter 1 W-hours, Received","0092-HPER NORTH Power Meter W-hours, Received","0814-SAGE POINT Power Meter 300853 W-hours, Received","0010-PHYSICS BLDG Power Meter (300030) W-hours, Received",0825-SHORELINE RIDGE Power Meter KWH Received,"0019-INTERMOUNTAIN NETWORK SCIENTIFIC CC Power Meter W-hours, Received","0029-NIELSEN FIELDHOUSE Power Meter W-hours, Received",0043-NAVAL SCIENCE BLDG Power Meter 300093 Real Energy In,"0099-HUNTSMAN BASKETBALL FACILITY Electric Meter 94 3 W-hours, Total","0040-STUDENT SERVICES BLDG Power Meter (300089) W-hours, Received",0303-HIGH TEMPERATURE WATER PLNT Power Meter (12470) 301185 Real Energy Out,0303-HIGH TEMPERATURE WATER PLNT Power Meter (12470) 301185 Real Energy In,"0070-QUINNEY COLLEGE OF LAW Power Meter E-1 313200 W-hours, Received",0008-EMERY BLDG Power Meter 300026 Energy Consumption,0087-THATCHER BLDG Power Meter (301204) KWH Received,0828-SHORELINE RIDGE Power Meter KWH Received,"0379-CHILDREN'S SPECIAL NEEDS CLINIC Power Meter W-hours, Received",DEMO 0065-MILTON BENNION HALL Power Meter KWH Received,0812-SAGE POINT Power Meter KWH Received,0083-FLETCHER BLDG Power Meter EAST KWH Received,"0091-HPER EAST Power Meter (300208) W-hours, Received",0071-SORENSON ARTS & ED COMPLEX Power Meter 2 (301442) Panel MSH kwh,0830-SHORELINE RIDGE Power Meter (300891) KWH Received,0017-PERFORMING ARTS BLDG Power Meter 316563 KWH Received,0827-SHORELINE RIDGE Power Meter KWH Received,0829-SHORELINE RIDGE Power Meter 300888 KWH Received,0350-TURPIN UNIVERSITY SERVICES BLDG Power Meter 1 300335 KWH Received,0039-SCULPTURE BLDG Power Meter KWH Received,"0066-SIMMONS PIONEER MEMORIAL THEATRE Power Meter W-hours, Received",0826-SHORELINE RIDGE Power Meter KWH Received,"0179-ECCLES BROADCAST CNTR Power Meter (South Power) W-hours, Received",0082-SKAGGS BIOLOGY BLDG Power Meter kWh del,0096-HPER BLDG MECH S/E Power Meter KWH Received,"0027-SOCIAL BEH SCIENCE HALL Power Meter LV W-hours, Received","0112-MARRIOTT RESIDENTIAL SCHOLARS Power Meter (316612) Energy, Real, In","0529-ECCLES CRITICAL CARE PAVILION Power Meter 300407 W-hours, Received","0086-MARRIOTT LIBRARY Power Meter 300198 W-hours, Received",0035-PRICE MUSEUM BLDG Power Meter PM Total,0377-MEDICAL EXAMINER'S OFFICE Power Meter KWH Received,0012-SUTTON BLDG POWER METER 208V (316602) Real Energy In,"0053-OLPIN UNION Power Meter (53-4) W-hours, Received",0151-SORENSON MOLECULAR Power Meter-3 300241 kWh,0815-PETERSON HERITAGE CNTR Power Meter KWH Received,0073-BLDG Power Meter 300167 KWH Received,0803-CHAPEL GLEN Power Meter KWH Received,"0582-SKAGGS HALL Power Meter 300466 W-hours, Received",0030-CAULDRON LEGACY PLAZA VISTORS CTR Power Meter PM Total,0033-CLARK FOOTBALL CNTR Power Meter PM Total,"0090-HUNTSMAN CNTR Power Meter 2 (301448) W-hours, Received",0110-ECCLES STUDENT LIFE CNTR Power Meter (HMDL) 311880 Energy delivered,"0003-GARDNER HALL Power Meter (300015) W-hours, Received",0588-POULSON CUMMING NURSING BLDG Power Meter (316622) Real Energy In,0822-BENCHMARK PLAZA Power Meter KWH Received,"0032-RICE-ECCLES STADIUM Power Meter 2 (032-813 (480V) 300076 W-hours, Received","0701-UNIVERSITY STUDENT APTS TOWER 1 Power Meter W-hours, Received",0305-PHYSICAL PLANT SERVICES Power Meter PM Total,0028-MARRIOTT CENTER FOR DANCE Power Meter KWH Received,0025-SOCIAL & BEHAVIORAL SCIENCES Power Meter 300051 KWH Received,"0533-ECCLES INSTITUTE OF HUMAN GENETICS Power Meter 3 W-hours, Received",0821-BENCHMARK PLAZA Power Meter KWH Received,0044-OFFICE BLDG Power Meter KWH Received,"0512-RESEARCH ADMINISTRATION BLDG Power Meter 301276 W-hours, Received","0309-MOTOR POOL BLDG Power Meter W-hours, Received","0057-HEDCO BLDG (Feeding 56,57,58&59) Power Meter 300129 W-hours, Received",0026-COLLEGE OF SOCIAL WORK Power Meter (Chiller 26-4) Energy delivered,"0521-SCHOOL OF MEDICINE Power Meter 300368 W-hours, Received",0005-THOMAS BLDG (CROCKER SCIENCE CENTER) OE2H Power Meter ENERGY_ELEC_ACCUM_K,"0093-HPER NATATORIUM Power Meter W-hours, Received",0060-EXPERIMENTAL STUDIES BLDG Power Meter KWH Received,0037-ARCHITECTURE BLDG Power Meter (301159) KWH Received,"0036-FILM & MEDIA ARTS BLDG Power Meter (300084) W-hours, Received","0702-UNIVERSITY STUDENT APTS TOWER 2 Power Meter W-hours, Received",0067-UNIVERSITY CAMPUS STORE Power Meter Energy Consumption,0807-GATEWAY HEIGHTS Power Meter KWH Received,"0813-SAGE POINT Power Meter W-hours, Received",0149-NORTH CAMPUS CHILLER PLNT Power Meter (300238 Chillers) 3-Phase total real energy in,0000-Home Test Power Meter Kwh Received,0041-NW GARAGE Power Meter PM Total,0009-WIDTSOE BLDG Power Meter 1(300028) KWH Received,"0074-BUSINESS CLASSROOM BLDG Power Meter (480V) W-hours, Received","0046-LASSONDE STUDIOS Power Meter 316258 W-hours, Received",0810-SAGE POINT Power Meter KWH Received,0105-ANNEX GENERAL OFFICE  Power Meter KWH Received,0051-STERLING SILL CNTR Power Meter KWH Received,"0061-MELDRUM CIVIL ENGR BLDG Power Meter W-hours, Received",0802-CHAPEL GLEN Power Meter KWH Received,0062-WARNOCK ENGR BLDG Power Meter 316606 Real Energy In,0077-CHRISTENSEN CNTR Power Meter (300172) KWH Received,0017-PERFORMING ARTS BLDG-1 Power Meter 316563 KWH Received,0111-MCKARTHEY TRACK & FIELD STORAGE BLD Power Meter (Track Lighting) Energy IMP,0111-MCKARTHEY TRACK & FIELD STORAGE BLD Power Meter (Track Lighting) Energy Total,0111-MCKARTHEY TRACK & FIELD STORAGE BLD Power Meter (Track Lighting) Energy EXP,"0301-PUBLIC SAFETY Power Meter W-hours, Received",0210- ECCLES FOOTBALL CNTR PANEL PBM ENERGY METER Energy delivered,0210- ECCLES FOOTBALL CNTR PANEL PBM ENERGY METER Energy Received,"0097-DUMKE GYMNASTICS CNTR Power Meter W-hours, Received"
2018-08-14T00:00:00-06:00 Denver,165.5625kWh,,,743kWh,1665335.06640625kWh,-1665324.107421875kWh,8035.25kWh,81.078125kWh,,770.5625kWh,,,37439320.875kWh,931.7265625kWh,1935kWh,5413.875kWh,61259565.875kWh,1485.9375kWh,464kWh,2650kWh,,927kWh,,3946.125kWh,,,,6729.765625kWh,0.8299560546875kWh,,557kWh,1773kWh,1192kWh,1398kWh,635.2578125kWh,5632.8046875kWh,,381.84375kWh,,9921.96875kWh,122191176007680.0kWh,8126464kWh,710.75kWh,603.5kWh,2474.625kWh,560.375kWh,,,1578.8125kWh,,952.3125kWh,,741.96875kWh,477.9375kWh,582.8125kWh,510.25kWh,1896.125kWh,97.34375kWh,2552.5kWh,601.953125kWh,,15196kWh,,,,5246kWh,11396kWh,,,1209.25kWh,,1422kWh,6402kWh,1874.759765625kWh,1282kWh,2669.75kWh,,,3895.19140625kWh,6987kWh,873.4375kWh,2085kWh,2907.9375kWh,7286kWh,1645.46875kWh,,1985.625kWh,3498.40625kWh,0kWh,,,867.9375kWh,74kWh,,454.359375kWh,8377kWh,46148772kWh,5296.6875kWh,298.28125kWh,,731.75kWh,,,1163.5625kWh,1777.09375kWh,0kWh,,,1073.875kWh,1444.0625kWh,1027.98046875kWh,,1464.4375kWh,421kWh,3361.359375kWh,1747.875kWh,,1714.3125kWh,477.9375kWh,,,,614.4375kWh,46.2109375kWh,,822kWh
2018-08-15T00:00:00-06:00 Denver,162.90625kWh,,,768.5kWh,1666296.349609375kWh,-1666286.51171875kWh,7866.625kWh,66kWh,,763.25kWh,,,37829243.3125kWh,944.4453125kWh,1870kWh,5389.3125kWh,61829225.875kWh,1422.3984375kWh,464.5kWh,2542kWh,,954kWh,,3828.5kWh,,,,6807.703125kWh,0.1500244140625kWh,,553.25kWh,1738.6875kWh,1206kWh,1356kWh,565.53125kWh,5510.4375kWh,,471.40625kWh,,9846.46875kWh,123477398913024.0kWh,8257536kWh,692.0625kWh,638.75kWh,2470.15625kWh,528.25kWh,,,1532.8125kWh,,1044.9375kWh,,736.71875kWh,361.5kWh,600.0625kWh,486.4375kWh,1807.125kWh,110.4375kWh,2377.59375kWh,541.546875kWh,,14948kWh,,,,5213kWh,11112kWh,,,1202kWh,,1430kWh,6729kWh,1876.4892578125kWh,1259kWh,2650.875kWh,,,3837.83984375kWh,6464kWh,938.3125kWh,2174kWh,2859.75kWh,7990kWh,1549.65625kWh,,2002.625kWh,3436.65625kWh,0kWh,,,881.125kWh,65.859375kWh,,355.53125kWh,8350kWh,46996872kWh,5384.1875kWh,242.75kWh,,738.5625kWh,,,1145.4375kWh,1758.40625kWh,0kWh,,,1317.4375kWh,1463.0625kWh,1079.400390625kWh,,1412.3125kWh,439kWh,3471.3125kWh,1699.1875kWh,,1622.375kWh,361.5kWh,,,,531.875kWh,45.8203125kWh,,715.4375kWh
2018-08-16T00:00:00-06:00 Denver,178.71875kWh,,,770kWh,1667252.693359375kWh,-1667242.134765625kWh,7867.375kWh,71.453125kWh,,1186.25kWh,,,38217939kWh,1426.296875kWh,2383kWh,5414.4375kWh,61748332.0625kWh,1888.84375kWh,445.5kWh,2584kWh,,946kWh,,3805.875kWh,,,,7024.453125kWh,0.1400146484375kWh,,527.5kWh,1792.5kWh,1762kWh,1333kWh,618.6015625kWh,5566.8984375kWh,,492.40625kWh,,9998.6875kWh,123477398913024.0kWh,10747904kWh,725.25kWh,604.75kWh,2436.5kWh,627.9375kWh,,,1932.5kWh,,1047.3125kWh,,766.03125kWh,364.8125kWh,729.09375kWh,634.25kWh,1787.0625kWh,220.5kWh,2438.03125kWh,657.765625kWh,,15248kWh,,,,5247kWh,10582kWh,,,1169.25kWh,,1433kWh,7319kWh,1924.83984375kWh,1725kWh,2686.1875kWh,,,4802.76171875kWh,7388kWh,911.96875kWh,2217kWh,3207.5kWh,8085kWh,1649.96875kWh,,2027.875kWh,3480.125kWh,0kWh,,,867.375kWh,67.8984375kWh,,376.1171875kWh,8413kWh,47057515kWh,5617.875kWh,295.09375kWh,,680.25kWh,,,1538.875kWh,2524.5kWh,0kWh,,,776.3125kWh,1419.1875kWh,1326.380859375kWh,,1482.4375kWh,428kWh,3223.671875kWh,2017.375kWh,,1497.6875kWh,364.8125kWh,,,,536.5625kWh,46.984375kWh,,777.1875kWh
2018-08-17T00:00:00-06:00 Denver,177.28125kWh,,,724.5kWh,1668248.984375kWh,-1668239.1953125kWh,7795.875kWh,73.2890625kWh,,1310.8125kWh,,,38579354.625kWh,1473.6953125kWh,2572kWh,5361.25kWh,62959988.5kWh,1943.53125kWh,463kWh,2670kWh,,957kWh,,3817kWh,,,,7124.40625kWh,0.3499755859375kWh,,535.5kWh,1973.1875kWh,2008kWh,1364kWh,647.6953125kWh,5446.9296875kWh,,612.75kWh,,10003.1875kWh,123477398913024.0kWh,14155776kWh,668.6875kWh,642.5kWh,2418.53125kWh,599.40625kWh,,,2036.8125kWh,,1168.5kWh,,805.90625kWh,419.3125kWh,780.78125kWh,635.46875kWh,1761.6875kWh,127.4375kWh,2615.625kWh,715.328125kWh,,15252kWh,,,,5167kWh,9812kWh,,,1164.75kWh,,1416kWh,7088kWh,1932.791015625kWh,1981kWh,2691.5625kWh,,,4910.09765625kWh,6880kWh,914.03125kWh,2155.5kWh,3220kWh,7636kWh,1653.53125kWh,,1996.875kWh,3486.0625kWh,0kWh,,,871kWh,51.9296875kWh,,441.546875kWh,8204kWh,46715486kWh,4675.5625kWh,300.8125kWh,,670.6875kWh,,,1589.9375kWh,2669.0625kWh,0kWh,,,951.875kWh,1460.5625kWh,1381.609375kWh,,1409.75kWh,415kWh,3010.109375kWh,2009.3125kWh,,1665.0625kWh,419.3125kWh,,,,554.75kWh,45.6953125kWh,,748.125kWh
2018-08-18T00:00:00-06:00 Denver,118.03125kWh,,,523.5kWh,1669070.923828125kWh,-1669063.4453125kWh,7605.375kWh,8.15625kWh,,1189.1875kWh,,,38954271.5625kWh,1440.140625kWh,2360kWh,5052.9375kWh,62752693.0625kWh,1787.6640625kWh,431kWh,2276kWh,,902kWh,,3822.75kWh,,,,6894.78125kWh,0kWh,,484.5kWh,1461.5625kWh,1608kWh,1156kWh,565.6953125kWh,4545.9765625kWh,,609.75kWh,,8869kWh,123477398913024.0kWh,14942208kWh,576.3125kWh,570kWh,2144.65625kWh,516kWh,,,1921.125kWh,,830.9375kWh,,708.03125kWh,330.25kWh,725.9375kWh,575.40625kWh,1034.1875kWh,134.875kWh,2087.46875kWh,641.796875kWh,,14188kWh,,,,4968kWh,8170kWh,,,1046.75kWh,,1395kWh,7085kWh,1752.5kWh,1852kWh,2574.5kWh,,,6600.41015625kWh,6071kWh,715.28125kWh,1942kWh,2878.90625kWh,6843kWh,1626.9375kWh,,1786.25kWh,3300.21875kWh,0kWh,,,726.125kWh,22.890625kWh,,244.4765625kWh,7222kWh,47774589kWh,4635.75kWh,179.78125kWh,,590.75kWh,,,1477.25kWh,2432.4375kWh,0kWh,,,1180.6875kWh,1360kWh,1470.26953125kWh,,1038.6875kWh,293kWh,2619.1875kWh,1761.5kWh,,1600.625kWh,330.25kWh,,,,474.0625kWh,45.7578125kWh,,616.6875kWh
2018-08-19T00:00:00-06:00 Denver,113.125kWh,,,509.5kWh,1669792.6953125kWh,-1669785.041015625kWh,7579.25kWh,8.25kWh,,1185.0625kWh,,,39326438.875kWh,1459.96875kWh,2273kWh,4978.4375kWh,63765983kWh,1753.2109375kWh,432.5kWh,1759kWh,,934kWh,,3361.375kWh,,,,6219.078125kWh,0kWh,,501.75kWh,1430.25kWh,1260kWh,1151kWh,613.1640625kWh,4636.3515625kWh,,360.90625kWh,,8732.03125kWh,123477398913024.0kWh,17301504kWh,569.5625kWh,560.75kWh,2111.9375kWh,581.21875kWh,,,1841.875kWh,,722.5625kWh,,710.5625kWh,312kWh,726.90625kWh,583.53125kWh,1152.25kWh,96.71875kWh,2184.0625kWh,622.40625kWh,,13328kWh,,,,5020kWh,7928kWh,,,1039kWh,,1394kWh,6932kWh,1752.779296875kWh,1824kWh,2548.875kWh,,,2854.2578125kWh,6007kWh,637.6875kWh,1897kWh,2807.21875kWh,6173kWh,1689.125kWh,,1945kWh,3243.375kWh,0kWh,,,724.8125kWh,22.796875kWh,,289.3984375kWh,7151kWh,47226773kWh,4699.0625kWh,170.28125kWh,,603.5kWh,,,1466.1875kWh,2400.75kWh,0kWh,,,1262.625kWh,1378.75kWh,1575.37109375kWh,,979.0625kWh,284kWh,2516.546875kWh,1707.0625kWh,,1730.25kWh,312kWh,,,,458.8125kWh,47.2109375kWh,,635.5kWh
2018-08-20T00:00:00-06:00 Denver,158.15625kWh,,,809.5kWh,1670695.712890625kWh,-1670684.802734375kWh,8382.25kWh,68.203125kWh,,1171.8125kWh,,,39702282.75kWh,1499.90625kWh,2331kWh,5214.25kWh,64194890.6875kWh,1766.59375kWh,539.5kWh,2749kWh,,1019kWh,,4123.25kWh,,,,6966.359375kWh,1.800048828125kWh,,539.75kWh,2271.8125kWh,2042kWh,1287kWh,603.296875kWh,5766.640625kWh,,383.9375kWh,,10624.125kWh,123477398913024.0kWh,17432576kWh,745.25kWh,705.25kWh,2417.875kWh,565.46875kWh,,,1875.875kWh,,1419.0625kWh,,668.5kWh,397.4375kWh,684.75kWh,568.53125kWh,1974.6875kWh,115.5625kWh,2672.875kWh,600.546875kWh,,14812kWh,,,,5181kWh,10796kWh,,,1182.5kWh,,1405kWh,7244kWh,1964.03125kWh,1795kWh,2835.3125kWh,,,4139.2421875kWh,7132kWh,990.78125kWh,2128.5kWh,2980.78125kWh,6732kWh,1630.84375kWh,,2251.875kWh,3395.15625kWh,0kWh,,,878.75kWh,42.921875kWh,,367.5546875kWh,8193kWh,48494997kWh,6070.375kWh,209.71875kWh,,784.3125kWh,,,1440.0625kWh,2275.9375kWh,0kWh,,,905.625kWh,1612.875kWh,1529.83984375kWh,,1475.25kWh,460kWh,3024.9375kWh,1756.9375kWh,,1859.1875kWh,397.4375kWh,,,,499.5625kWh,45.8984375kWh,,754.4375kWh
2018-08-21T00:00:00-06:00 Denver,174.25kWh,,,859.5kWh,1671700.75390625kWh,-1671690.115234375kWh,8323.5kWh,59.84375kWh,,1155.3125kWh,,,40088098.5kWh,1472.171875kWh,2310kWh,5264.5kWh,64747186.4375kWh,1880.640625kWh,531.5kWh,2729kWh,,1030kWh,,4275kWh,,,,6905.5625kWh,0.93994140625kWh,,537.25kWh,1895.1875kWh,1768kWh,1285kWh,587.703125kWh,5725.75kWh,,371.75kWh,,9922.25kWh,123477398913024.0kWh,15466496kWh,803kWh,707.75kWh,2518.90625kWh,591.9375kWh,,,1792.75kWh,,1255.75kWh,,730.96875kWh,438.9375kWh,709.90625kWh,588.03125kWh,1923.1875kWh,137.6875kWh,2664.0625kWh,608.84375kWh,,15328kWh,,,,5148kWh,11090kWh,,,1176.25kWh,,1434kWh,7218kWh,1940.96875kWh,1822kWh,2889.375kWh,,,3403.59375kWh,7140kWh,991.9375kWh,2238kWh,3001.40625kWh,6902kWh,1604.78125kWh,,2345.34375kWh,3381.375kWh,0kWh,,,890.625kWh,45.171875kWh,,328.3359375kWh,8260kWh,48756168kWh,6148.25kWh,284.375kWh,,765.375kWh,,,1449.625kWh,2359.3125kWh,0kWh,,,1217.9375kWh,1586.375kWh,1566.34765625kWh,,1452kWh,449kWh,3226.265625kWh,1767.8125kWh,,1804.0625kWh,438.9375kWh,,,,521.9375kWh,45.921875kWh,,771.9375kWh
2018-08-22T00:00:00-06:00 Denver,166.6875kWh,,,869.5kWh,1672685.787109375kWh,-1672675.9453125kWh,8210.25kWh,75.5703125kWh,,1109.625kWh,,,40475506.84375kWh,1453.75kWh,2258kWh,5228.75kWh,64610564.875kWh,1837.7578125kWh,544.5kWh,2704kWh,,1022kWh,,4152.125kWh,,,,7029.515625kWh,2.260009765625kWh,,527kWh,2230.75kWh,1665kWh,1192kWh,498.640625kWh,5574.046875kWh,,414.875kWh,,9786.375kWh,123477398913024.0kWh,18219008kWh,780.875kWh,723.5kWh,2569.40625kWh,537.40625kWh,,,1826.6875kWh,,1343.0625kWh,,650.15625kWh,396.125kWh,53.0625kWh,589.34375kWh,1909.5kWh,137.6875kWh,2846.625kWh,562.546875kWh,,15300kWh,,,,5150kWh,10954kWh,,,1148.25kWh,,1441kWh,7151kWh,1905.9609375kWh,1685kWh,2806.5625kWh,,,5497.734375kWh,7108kWh,964.9375kWh,2199.5kWh,2950.34375kWh,6459kWh,1536.1875kWh,,2307kWh,3273.59375kWh,0kWh,,,882.75kWh,41.4453125kWh,,273.9921875kWh,8230kWh,49225810kWh,6256.4375kWh,276.875kWh,,801.8125kWh,,,1449.625kWh,2282.5625kWh,0kWh,,,999.0625kWh,1580.6875kWh,1579.26171875kWh,,1470.6875kWh,471kWh,3083.34375kWh,1674.75kWh,,1895.8125kWh,396.125kWh,,,,505.1875kWh,46.9375kWh,,636.125kWh
2018-08-23T00:00:00-06:00 Denver,154.9375kWh,,,833.5kWh,1673614.234375kWh,-1673604.556640625kWh,8236.5kWh,66.15625kWh,,1108.25kWh,,,40865241.5625kWh,1507.546875kWh,2218kWh,5358.125kWh,65159683.3125kWh,1736.0703125kWh,510kWh,2513kWh,,941kWh,,4123.375kWh,,,,6886.765625kWh,0.0400390625kWh,,533.75kWh,1785.1875kWh,1578kWh,1245kWh,502.7421875kWh,5398.3125kWh,,371.28125kWh,,9590.15625kWh,123477398913024.0kWh,21102592kWh,775.75kWh,700.5kWh,2574.9375kWh,510.9375kWh,,,1789.6875kWh,,1040.75kWh,,641.1875kWh,388.375kWh,,576.90625kWh,1667.25kWh,115.6875kWh,2635.8125kWh,538.84375kWh,,14684kWh,,,,5162kWh,11202kWh,,,1181.5kWh,,1440kWh,6801kWh,1884.029296875kWh,1646kWh,2821.25kWh,,,4949.234375kWh,7123kWh,897.375kWh,2122.5kWh,2842.34375kWh,6806kWh,1588.09375kWh,,2308.75kWh,2898.4375kWh,0kWh,,,914.5kWh,39.3828125kWh,,255.4765625kWh,8171kWh,49287928kWh,6178.375kWh,291.5kWh,,808.6875kWh,,,1416.5625kWh,2279.5625kWh,0kWh,,,1063.9375kWh,1471.9375kWh,1615.26171875kWh,,1373.4375kWh,448kWh,3087.1875kWh,1636.4375kWh,,2042.5kWh,388.375kWh,,,,485.9375kWh,47.21875kWh,,737kWh
2018-08-24T00:00:00-06:00 Denver,158.21875kWh,,,800.5kWh,1674545.431640625kWh,-1674535.78125kWh,8353.875kWh,77.109375kWh,,1125.0625kWh,,,41252509.5kWh,1471.78125kWh,2233kWh,4971.6875kWh,66387909.6875kWh,1831.828125kWh,521.5kWh,2749kWh,,1132kWh,,3966.875kWh,,,,6954.90625kWh,5.010009765625kWh,,533.25kWh,2028.5kWh,1686kWh,1248kWh,557.5625kWh,5625.421875kWh,,375.0625kWh,,9209.125kWh,123477398913024.0kWh,20185088kWh,756.3125kWh,689kWh,2543.65625kWh,532.71875kWh,,,1860kWh,,1338.4375kWh,,660.0625kWh,441.875kWh,,580.96875kWh,1556.0625kWh,71.375kWh,2646.1875kWh,579.671875kWh,,14960kWh,,,,5103kWh,10412kWh,,,1175kWh,,1446kWh,6715kWh,1639.62890625kWh,1722kWh,2736.1875kWh,,,5962.7265625kWh,6950kWh,842.0625kWh,2062kWh,2882.5kWh,6229kWh,1644.25kWh,,2247.84375kWh,3348.15625kWh,0kWh,,,866.8125kWh,41.328125kWh,,319.0390625kWh,8178kWh,49760850kWh,6379.625kWh,329.375kWh,,736.1875kWh,,,1468.1875kWh,2365.75kWh,0kWh,,,955.0625kWh,1648.3125kWh,1556.71875kWh,,1322.625kWh,424kWh,2934.53125kWh,1703.5kWh,,2027.9375kWh,441.875kWh,,,,515.1875kWh,46.8125kWh,,708.1875kWh
2018-08-25T00:00:00-06:00 Denver,97.75kWh,,,514.5kWh,1675374.94921875kWh,-1675367.080078125kWh,8263.75kWh,6.6171875kWh,,1170.125kWh,,,41648353.71875kWh,1472.3125kWh,2272kWh,4554kWh,66848600.6875kWh,1868.1796875kWh,421kWh,2328kWh,,1024kWh,,3884.75kWh,,,,6977.921875kWh,0.1400146484375kWh,,494.25kWh,1441.3125kWh,1791kWh,1149kWh,575.671875kWh,4851.359375kWh,,227.90625kWh,,8689kWh,123477398913024.0kWh,20316160kWh,561.4375kWh,551kWh,2186.40625kWh,561.25kWh,,,1850.375kWh,,916.6875kWh,,713.34375kWh,378.4375kWh,,580.53125kWh,933.4375kWh,52.34375kWh,2107.5kWh,635.671875kWh,,14044kWh,,,,4962kWh,8988kWh,,,1063.75kWh,,1446kWh,6569kWh,1739.3828125kWh,1735kWh,2549.875kWh,,,6476.5390625kWh,6289kWh,638.21875kWh,1792.5kWh,2774.78125kWh,6880kWh,1671.4375kWh,,1805.21875kWh,3505.78125kWh,0kWh,,,688.125kWh,13.6484375kWh,,217.90625kWh,7364kWh,49191072kWh,5380.125kWh,328.8125kWh,,616.5625kWh,,,1443.375kWh,2450.4375kWh,0kWh,,,673.875kWh,1558.1875kWh,1598.2578125kWh,,1012.9375kWh,292kWh,2589.140625kWh,1738.25kWh,,2150.125kWh,378.4375kWh,,,,483.375kWh,46.5390625kWh,,615.875kWh
2018-08-26T00:00:00-06:00 Denver,97.9375kWh,,,510.5kWh,1676111.517578125kWh,-1676103.875kWh,8165.125kWh,9.0703125kWh,,1148.5kWh,,,42030210.1875kWh,1478.203125kWh,2212kWh,4433.6875kWh,67211747.9375kWh,1816.71875kWh,426.5kWh,1873kWh,,1020kWh,,3432.875kWh,,,,6351.296875kWh,0.010009765625kWh,,494kWh,1470.0625kWh,1733kWh,1123kWh,547.6875kWh,4913.96875kWh,,215.46875kWh,,8675.6875kWh,123477398913024.0kWh,21102592kWh,557.25kWh,544.75kWh,2171.96875kWh,544.6875kWh,,,1791.8125kWh,,965kWh,,672.3125kWh,319.625kWh,,572.8125kWh,963.0625kWh,63.84375kWh,2075.78125kWh,549.828125kWh,,13200kWh,,,,4911kWh,8962kWh,,,1067kWh,,1436kWh,6393kWh,1712.75kWh,1675kWh,2579.4375kWh,,,2917.765625kWh,6258kWh,703.625kWh,1742.5kWh,2768.5625kWh,5309kWh,1725.65625kWh,,1860.21875kWh,4159.625kWh,0kWh,,,689.4375kWh,13.6953125kWh,,268.3828125kWh,7178kWh,47140903kWh,4774.5625kWh,255.375kWh,,634.75kWh,,,1407.6875kWh,2414.875kWh,0kWh,,,1080.4375kWh,1538.9375kWh,1621.55078125kWh,,984.375kWh,286kWh,2595.015625kWh,1726.875kWh,,2164.125kWh,319.625kWh,,,,458.9375kWh,46.8359375kWh,,608.25kWh
