ts,v0
2018-08-04T20,18020.37299928125 kBTU
2018-08-04T20,17487.225869125003 kBTU
2018-08-04T20,17167.33759103125 kBTU
2018-08-04T21,17060.708165 kBTU
2018-08-04T21,16207.67275675 kBTU
2018-08-04T21,15887.784478656251 kBTU
2018-08-04T21,15248.007922468749 kBTU
2018-08-04T22,15248.007922468749 kBTU
2018-08-04T22,14608.23136628125 kBTU
2018-08-04T22,14714.8607923125 kBTU
2018-08-04T22,14075.084236125002 kBTU
2018-08-04T23,14181.71366215625 kBTU
2018-08-04T23,13755.195958031249 kBTU
2018-08-04T23,13968.45481009375 kBTU
2018-08-04T23,13755.195958031249 kBTU
2018-08-05T00,14181.71366215625 kBTU
2018-08-05T00,13755.195958031249 kBTU
2018-08-05T00,13861.8253840625 kBTU
2018-08-05T00,15141.3784964375 kBTU
2018-08-05T01,14288.343088187501 kBTU
2018-08-05T01,14075.084236125002 kBTU
2018-08-05T01,15248.007922468749 kBTU
2018-08-05T01,15248.007922468749 kBTU
2018-08-05T02,14608.23136628125 kBTU
2018-08-05T02,15567.896200562502 kBTU
2018-08-05T02,15034.74907040625 kBTU
2018-08-05T02,15354.6373485 kBTU
2018-08-05T03,15354.6373485 kBTU
2018-08-05T03,16954.07873896875 kBTU
2018-08-05T03,17487.225869125003 kBTU
2018-08-05T03,17807.114147218752 kBTU
2018-08-05T04,17487.225869125003 kBTU
2018-08-05T04,17487.225869125003 kBTU
2018-08-05T04,16634.190460875 kBTU
2018-08-05T04,16634.190460875 kBTU
2018-08-05T05,16954.07873896875 kBTU
2018-08-05T05,16527.56103484375 kBTU
2018-08-05T05,16527.56103484375 kBTU
2018-08-05T05,16740.81988690625 kBTU
2018-08-05T06,16527.56103484375 kBTU
2018-08-05T06,16634.190460875 kBTU
2018-08-05T06,16420.931608812498 kBTU
2018-08-05T06,16634.190460875 kBTU
2018-08-05T07,15781.155052625 kBTU
2018-08-05T07,16314.302182781252 kBTU
2018-08-05T07,16634.190460875 kBTU
2018-08-05T07,15567.896200562502 kBTU
2018-08-05T08,15567.896200562502 kBTU
2018-08-05T08,14821.490218343752 kBTU
2018-08-05T08,14608.23136628125 kBTU
2018-08-05T08,14608.23136628125 kBTU
2018-08-05T09,14288.343088187501 kBTU
2018-08-05T09,14288.343088187501 kBTU
2018-08-05T09,14075.084236125002 kBTU
2018-08-05T09,13861.8253840625 kBTU
2018-08-05T10,13755.195958031249 kBTU
2018-08-05T10,13968.45481009375 kBTU
2018-08-05T10,13861.8253840625 kBTU
2018-08-05T10,14608.23136628125 kBTU
2018-08-05T11,14928.119644375 kBTU
2018-08-05T11,14075.084236125002 kBTU
2018-08-05T11,13861.8253840625 kBTU
2018-08-05T11,13755.195958031249 kBTU
2018-08-05T12,14181.71366215625 kBTU
2018-08-05T12,14075.084236125002 kBTU
2018-08-05T12,13968.45481009375 kBTU
2018-08-05T12,14714.8607923125 kBTU
2018-08-05T13,14394.97251421875 kBTU
2018-08-05T13,14288.343088187501 kBTU
2018-08-05T13,15034.74907040625 kBTU
2018-08-05T13,14714.8607923125 kBTU
2018-08-05T14,14608.23136628125 kBTU
2018-08-05T14,14714.8607923125 kBTU
2018-08-05T14,15034.74907040625 kBTU
2018-08-05T14,17593.85529515625 kBTU
2018-08-05T15,16420.931608812498 kBTU
2018-08-05T15,16420.931608812498 kBTU
2018-08-05T15,17807.114147218752 kBTU
2018-08-05T15,17060.708165 kBTU
2018-08-05T16,15781.155052625 kBTU
2018-08-05T16,16527.56103484375 kBTU
2018-08-05T16,17060.708165 kBTU
2018-08-05T16,17807.114147218752 kBTU
2018-08-05T17,17593.85529515625 kBTU
2018-08-05T17,18553.5201294375 kBTU
2018-08-05T17,18660.14955546875 kBTU
2018-08-05T17,19513.18496371875 kBTU
2018-08-05T18,20259.5909459375 kBTU
2018-08-05T18,19193.296685625 kBTU
2018-08-05T18,18553.5201294375 kBTU
2018-08-05T18,18127.0024253125 kBTU
2018-08-05T19,18446.89070340625 kBTU
2018-08-05T19,17273.9670170625 kBTU
2018-08-05T19,17060.708165 kBTU
2018-08-05T19,17060.708165 kBTU
2018-08-05T20,16847.4493129375 kBTU
2018-08-05T20,17913.743573249998 kBTU
2018-08-05T20,20579.47922403125 kBTU
2018-08-05T20,20472.849798 kBTU
2018-08-05T21,19726.44381578125 kBTU
2018-08-05T21,20259.5909459375 kBTU
2018-08-05T21,19406.555537687498 kBTU
2018-08-05T21,19193.296685625 kBTU
2018-08-05T22,20259.5909459375 kBTU
2018-08-05T22,21112.6263541875 kBTU
