ts,v0
2018-07-31T23,5.859375e-09 kBTU
2018-08-01T00,9.765625e-09 kBTU
2018-08-01T00,9.765625e-09 kBTU
2018-08-01T00,7.8125e-09 kBTU
2018-08-01T00,1.171875e-08 kBTU
2018-08-01T01,7.8125e-09 kBTU
2018-08-01T01,1.171875e-08 kBTU
2018-08-01T01,9.765625e-09 kBTU
2018-08-01T01,5.859375e-09 kBTU
2018-08-01T02,5.859375e-09 kBTU
2018-08-01T02,9.765625e-09 kBTU
2018-08-01T02,9.765625e-09 kBTU
2018-08-01T02,7.8125e-09 kBTU
2018-08-01T03,5.859375e-09 kBTU
2018-08-01T03,9.765625e-09 kBTU
2018-08-01T03,9.765625e-09 kBTU
2018-08-01T03,7.8125e-09 kBTU
2018-08-01T04,5.859375e-09 kBTU
2018-08-01T04,9.765625e-09 kBTU
2018-08-01T04,1.171875e-08 kBTU
2018-08-01T04,5.859375e-09 kBTU
2018-08-01T05,1.3671875e-08 kBTU
2018-08-01T05,5.859375e-09 kBTU
2018-08-01T05,1.3671875e-08 kBTU
2018-08-01T05,5.859375e-09 kBTU
2018-08-01T06,9.765625e-09 kBTU
2018-08-01T06,1.171875e-08 kBTU
2018-08-01T06,5.859375e-09 kBTU
2018-08-01T06,5.859375e-09 kBTU
2018-08-01T07,1.3671875e-08 kBTU
2018-08-01T07,5.859375e-09 kBTU
2018-08-01T07,7.8125e-09 kBTU
2018-08-01T07,1.3671875e-08 kBTU
2018-08-01T08,7.8125e-09 kBTU
2018-08-01T08,9.765625e-09 kBTU
2018-08-01T08,9.765625e-09 kBTU
2018-08-01T08,5.859375e-09 kBTU
2018-08-01T09,1.3671875e-08 kBTU
2018-08-01T09,5.859375e-09 kBTU
2018-08-01T09,9.765625e-09 kBTU
2018-08-01T09,9.765625e-09 kBTU
2018-08-01T10,9.765625e-09 kBTU
2018-08-01T10,9.765625e-09 kBTU
2018-08-01T10,1.171875e-08 kBTU
2018-08-01T10,9.765625e-09 kBTU
2018-08-01T11,9.765625e-09 kBTU
2018-08-01T11,9.765625e-09 kBTU
2018-08-01T11,9.765625e-09 kBTU
2018-08-01T11,9.765625e-09 kBTU
2018-08-01T12,9.765625e-09 kBTU
2018-08-01T12,1.171875e-08 kBTU
2018-08-01T12,9.765625e-09 kBTU
2018-08-01T12,9.765625e-09 kBTU
2018-08-01T13,9.765625e-09 kBTU
2018-08-01T13,9.765625e-09 kBTU
2018-08-01T13,1.3671875e-08 kBTU
2018-08-01T13,7.8125e-09 kBTU
2018-08-01T14,1.171875e-08 kBTU
2018-08-01T14,7.8125e-09 kBTU
2018-08-01T14,1.171875e-08 kBTU
2018-08-01T14,7.8125e-09 kBTU
2018-08-01T15,1.3671875e-08 kBTU
2018-08-01T15,5.859375e-09 kBTU
2018-08-01T15,1.3671875e-08 kBTU
2018-08-01T15,5.859375e-09 kBTU
2018-08-01T16,9.765625e-09 kBTU
2018-08-01T16,1.171875e-08 kBTU
2018-08-01T16,9.765625e-09 kBTU
2018-08-01T16,9.765625e-09 kBTU
2018-08-01T17,5.859375e-09 kBTU
2018-08-01T17,9.765625e-09 kBTU
2018-08-01T17,9.765625e-09 kBTU
2018-08-01T17,7.8125e-09 kBTU
2018-08-01T18,9.765625e-09 kBTU
2018-08-01T18,9.765625e-09 kBTU
2018-08-01T18,5.859375e-09 kBTU
2018-08-01T18,9.765625e-09 kBTU
2018-08-01T19,9.765625e-09 kBTU
2018-08-01T19,9.765625e-09 kBTU
2018-08-01T19,9.765625e-09 kBTU
2018-08-01T19,9.765625e-09 kBTU
2018-08-01T20,5.859375e-09 kBTU
2018-08-01T20,5.859375e-09 kBTU
2018-08-01T20,7.8125e-09 kBTU
2018-08-01T20,9.765625e-09 kBTU
2018-08-01T21,9.765625e-09 kBTU
2018-08-01T21,5.859375e-09 kBTU
2018-08-01T21,5.859375e-09 kBTU
2018-08-01T21,7.8125e-09 kBTU
2018-08-01T22,5.859375e-09 kBTU
2018-08-01T22,9.765625e-09 kBTU
2018-08-01T22,7.8125e-09 kBTU
2018-08-01T22,1.171875e-08 kBTU
2018-08-01T23,5.859375e-09 kBTU
2018-08-01T23,5.859375e-09 kBTU
2018-08-01T23,7.8125e-09 kBTU
2018-08-01T23,5.859375e-09 kBTU
2018-08-02T00,5.859375e-09 kBTU
2018-08-02T00,7.8125e-09 kBTU
2018-08-02T00,5.859375e-09 kBTU
2018-08-02T00,5.859375e-09 kBTU
2018-08-02T01,7.8125e-09 kBTU
2018-08-02T01,5.859375e-09 kBTU
2018-08-02T01,3.90625e-09 kBTU
2018-08-02T01,5.859375e-09 kBTU
2018-08-02T02,3.90625e-09 kBTU
2018-08-02T02,5.859375e-09 kBTU
2018-08-02T02,7.8125e-09 kBTU
2018-08-02T02,5.859375e-09 kBTU
2018-08-02T03,5.859375e-09 kBTU
2018-08-02T03,9.765625e-09 kBTU
2018-08-02T03,5.859375e-09 kBTU
2018-08-02T03,5.859375e-09 kBTU
2018-08-02T04,9.765625e-09 kBTU
2018-08-02T04,9.765625e-09 kBTU
2018-08-02T04,7.8125e-09 kBTU
2018-08-02T04,5.859375e-09 kBTU
2018-08-02T05,5.859375e-09 kBTU
2018-08-02T05,9.765625e-09 kBTU
2018-08-02T05,9.765625e-09 kBTU
2018-08-02T05,7.8125e-09 kBTU
2018-08-02T06,1.3671875e-08 kBTU
2018-08-02T06,5.859375e-09 kBTU
2018-08-02T06,5.859375e-09 kBTU
2018-08-02T06,1.171875e-08 kBTU
2018-08-02T07,9.765625e-09 kBTU
2018-08-02T07,7.8125e-09 kBTU
2018-08-02T07,5.859375e-09 kBTU
2018-08-02T07,5.859375e-09 kBTU
2018-08-02T08,7.8125e-09 kBTU
2018-08-02T08,5.859375e-09 kBTU
2018-08-02T08,5.859375e-09 kBTU
2018-08-02T08,7.8125e-09 kBTU
2018-08-02T09,5.859375e-09 kBTU
2018-08-02T09,5.859375e-09 kBTU
2018-08-02T09,1.171875e-08 kBTU
2018-08-02T09,9.765625e-09 kBTU
2018-08-02T10,5.859375e-09 kBTU
2018-08-02T10,5.859375e-09 kBTU
2018-08-02T10,9.765625e-09 kBTU
2018-08-02T10,9.765625e-09 kBTU
2018-08-02T11,9.765625e-09 kBTU
2018-08-02T11,5.859375e-09 kBTU
2018-08-02T11,5.859375e-09 kBTU
2018-08-02T11,9.765625e-09 kBTU
2018-08-02T12,9.765625e-09 kBTU
2018-08-02T12,7.8125e-09 kBTU
2018-08-02T12,5.859375e-09 kBTU
2018-08-02T12,5.859375e-09 kBTU
2018-08-02T13,7.8125e-09 kBTU
2018-08-02T13,5.859375e-09 kBTU
2018-08-02T13,7.8125e-09 kBTU
2018-08-02T13,5.859375e-09 kBTU
2018-08-02T14,1.171875e-08 kBTU
2018-08-02T14,5.859375e-09 kBTU
2018-08-02T14,9.765625e-09 kBTU
2018-08-02T14,7.8125e-09 kBTU
2018-08-02T15,5.859375e-09 kBTU
2018-08-02T15,5.859375e-09 kBTU
2018-08-02T15,9.765625e-09 kBTU
2018-08-02T15,9.765625e-09 kBTU
2018-08-02T16,7.8125e-09 kBTU
2018-08-02T16,5.859375e-09 kBTU
2018-08-02T16,5.859375e-09 kBTU
2018-08-02T16,1.171875e-08 kBTU
2018-08-02T17,5.859375e-09 kBTU
2018-08-02T17,5.859375e-09 kBTU
2018-08-02T17,7.8125e-09 kBTU
2018-08-02T17,7.8125e-09 kBTU
2018-08-02T18,5.859375e-09 kBTU
2018-08-02T18,7.8125e-09 kBTU
2018-08-02T18,5.859375e-09 kBTU
2018-08-02T18,3.90625e-09 kBTU
2018-08-02T19,5.859375e-09 kBTU
2018-08-02T19,5.859375e-09 kBTU
2018-08-02T19,7.8125e-09 kBTU
2018-08-02T19,5.859375e-09 kBTU
2018-08-02T20,3.90625e-09 kBTU
2018-08-02T20,1.953125e-09 kBTU
2018-08-02T20,7.8125e-09 kBTU
2018-08-02T20,5.859375e-09 kBTU
