ts,v0
2018-07-31T23,336.694 kBTU
2018-08-01T00,336.694 kBTU
2018-08-01T00,336.694 kBTU
2018-08-01T00,336.694 kBTU
2018-08-01T00,336.694 kBTU
2018-08-01T01,336.694 kBTU
2018-08-01T01,336.694 kBTU
2018-08-01T01,336.694 kBTU
2018-08-01T01,336.694 kBTU
2018-08-01T02,336.694 kBTU
2018-08-01T02,336.694 kBTU
2018-08-01T02,336.694 kBTU
2018-08-01T02,336.694 kBTU
2018-08-01T03,336.694 kBTU
2018-08-01T03,336.694 kBTU
2018-08-01T03,336.694 kBTU
2018-08-01T03,336.694 kBTU
2018-08-01T04,336.694 kBTU
2018-08-01T04,336.694 kBTU
2018-08-01T04,336.694 kBTU
2018-08-01T04,336.694 kBTU
2018-08-01T05,336.694 kBTU
2018-08-01T05,336.694 kBTU
2018-08-01T05,336.694 kBTU
2018-08-01T05,336.694 kBTU
2018-08-01T06,336.694 kBTU
2018-08-01T06,336.694 kBTU
2018-08-01T06,336.694 kBTU
2018-08-01T06,336.694 kBTU
2018-08-01T07,336.694 kBTU
2018-08-01T07,336.694 kBTU
2018-08-01T07,336.694 kBTU
2018-08-01T07,336.694 kBTU
2018-08-01T08,336.694 kBTU
2018-08-01T08,336.694 kBTU
2018-08-01T08,336.694 kBTU
2018-08-01T08,336.694 kBTU
2018-08-01T09,336.694 kBTU
2018-08-01T09,336.694 kBTU
2018-08-01T09,336.694 kBTU
2018-08-01T09,336.694 kBTU
2018-08-01T10,336.694 kBTU
2018-08-01T10,336.694 kBTU
2018-08-01T10,336.694 kBTU
2018-08-01T10,336.694 kBTU
2018-08-01T11,336.694 kBTU
2018-08-01T11,336.694 kBTU
2018-08-01T11,336.694 kBTU
2018-08-01T11,336.694 kBTU
2018-08-01T12,336.694 kBTU
2018-08-01T12,336.694 kBTU
2018-08-01T12,336.694 kBTU
2018-08-01T12,336.694 kBTU
2018-08-01T13,336.694 kBTU
2018-08-01T13,336.694 kBTU
2018-08-01T13,336.694 kBTU
2018-08-01T13,336.694 kBTU
2018-08-01T14,336.694 kBTU
2018-08-01T14,336.694 kBTU
2018-08-01T14,336.694 kBTU
2018-08-01T14,336.694 kBTU
2018-08-01T15,336.694 kBTU
2018-08-01T15,336.694 kBTU
2018-08-01T15,336.694 kBTU
2018-08-01T15,336.694 kBTU
2018-08-01T16,336.694 kBTU
2018-08-01T16,336.694 kBTU
2018-08-01T16,336.694 kBTU
2018-08-01T16,336.694 kBTU
2018-08-01T17,336.694 kBTU
2018-08-01T17,336.694 kBTU
2018-08-01T17,336.694 kBTU
2018-08-01T17,336.694 kBTU
2018-08-01T18,336.694 kBTU
2018-08-01T18,336.694 kBTU
2018-08-01T18,336.694 kBTU
2018-08-01T18,336.694 kBTU
2018-08-01T19,336.694 kBTU
2018-08-01T19,336.694 kBTU
2018-08-01T19,336.694 kBTU
2018-08-01T19,336.694 kBTU
2018-08-01T20,336.694 kBTU
2018-08-01T20,336.694 kBTU
2018-08-01T20,336.694 kBTU
2018-08-01T20,336.694 kBTU
2018-08-01T21,336.694 kBTU
2018-08-01T21,336.694 kBTU
2018-08-01T21,336.694 kBTU
2018-08-01T21,336.694 kBTU
2018-08-01T22,336.694 kBTU
2018-08-01T22,336.694 kBTU
2018-08-01T22,336.694 kBTU
2018-08-01T22,336.694 kBTU
2018-08-01T23,336.694 kBTU
2018-08-01T23,336.694 kBTU
2018-08-01T23,336.694 kBTU
2018-08-01T23,336.694 kBTU
2018-08-02T00,336.694 kBTU
2018-08-02T00,336.694 kBTU
2018-08-02T00,336.694 kBTU
2018-08-02T00,336.694 kBTU
2018-08-02T01,336.694 kBTU
2018-08-02T01,336.694 kBTU
2018-08-02T01,336.694 kBTU
2018-08-02T01,336.694 kBTU
2018-08-02T02,336.694 kBTU
2018-08-02T02,336.694 kBTU
2018-08-02T02,336.694 kBTU
2018-08-02T02,336.694 kBTU
2018-08-02T03,336.694 kBTU
2018-08-02T03,336.694 kBTU
2018-08-02T03,336.694 kBTU
2018-08-02T03,336.694 kBTU
2018-08-02T04,336.694 kBTU
2018-08-02T04,336.694 kBTU
2018-08-02T04,336.694 kBTU
2018-08-02T04,336.694 kBTU
2018-08-02T05,336.694 kBTU
2018-08-02T05,336.694 kBTU
2018-08-02T05,336.694 kBTU
2018-08-02T05,336.694 kBTU
2018-08-02T06,336.694 kBTU
2018-08-02T06,336.694 kBTU
2018-08-02T06,336.694 kBTU
2018-08-02T06,336.694 kBTU
2018-08-02T07,336.694 kBTU
2018-08-02T07,336.694 kBTU
2018-08-02T07,336.694 kBTU
2018-08-02T07,336.694 kBTU
2018-08-02T08,336.694 kBTU
2018-08-02T08,336.694 kBTU
2018-08-02T08,336.694 kBTU
2018-08-02T08,336.694 kBTU
2018-08-02T09,336.694 kBTU
2018-08-02T09,336.694 kBTU
2018-08-02T09,336.694 kBTU
2018-08-02T09,336.694 kBTU
2018-08-02T10,336.694 kBTU
2018-08-02T10,336.694 kBTU
2018-08-02T10,336.694 kBTU
2018-08-02T10,336.694 kBTU
2018-08-02T11,336.694 kBTU
2018-08-02T11,336.694 kBTU
2018-08-02T11,336.694 kBTU
2018-08-02T11,336.694 kBTU
2018-08-02T12,336.694 kBTU
2018-08-02T12,336.694 kBTU
2018-08-02T12,336.694 kBTU
2018-08-02T12,336.694 kBTU
2018-08-02T13,336.694 kBTU
2018-08-02T13,336.694 kBTU
2018-08-02T13,336.694 kBTU
2018-08-02T13,336.694 kBTU
2018-08-02T14,336.694 kBTU
2018-08-02T14,336.694 kBTU
2018-08-02T14,336.694 kBTU
2018-08-02T14,336.694 kBTU
2018-08-02T15,336.694 kBTU
2018-08-02T15,336.694 kBTU
2018-08-02T15,336.694 kBTU
2018-08-02T15,336.694 kBTU
2018-08-02T16,336.694 kBTU
2018-08-02T16,336.694 kBTU
